table_name,date,o,h,l,c,v,a
2399006,20220303,2850.67,2853.47,2789.51,2791.95,12579.45,21871666.7904
2399006,20220304,2763.06,2797.82,2737.47,2748.64,13362.76,23120388.096
2399006,20220307,2718.44,2720.78,2620.83,2630.37,12007.81,21755633.664
2399006,20220308,2645.11,2654.64,2567.91,2582.99,13625.18,23988890.8288
2399006,20220309,2594.96,2608.21,2462.17,2566.72,14374.98,24537789.2352
2399006,20220310,2645.36,2664.58,2625.6,2635.19,13844.44,25446650.6752
2399006,20220311,2589.7,2668.24,2566.03,2665.46,13871.13,24701301.5552
2399006,20220314,2638.49,2647.25,2570.28,2570.45,12724.98,23183273.1648
2399006,20220315,2547.72,2615.71,2504.78,2504.78,13979.09,24789899.6736
2399006,20220316,2549.15,2639.93,2478.44,2635.08,15417.77,28227138.3552
2399006,20220317,2684.84,2764.25,2684.04,2710.73,17133.01,32683861.6064
2399006,20220318,2693.15,2725.69,2668.93,2713.8,13849.7,23566748.8768
2399006,20220321,2730.21,2756.35,2702.18,2726.18,14446.14,24428919.1936
2399006,20220322,2718.0,2718.0,2676.84,2688.23,13450.13,22199420.5184
2399006,20220323,2707.57,2725.56,2682.13,2715.95,12474.07,20697137.152
2399006,20220324,2697.43,2725.28,2655.92,2706.22,11978.19,20133894.5536
2399006,20220325,2702.65,2714.15,2637.94,2637.94,11551.98,19397191.2704
2399006,20220328,2622.47,2622.59,2576.23,2594.13,10681.95,18033306.8288
2399006,20220329,2603.42,2633.45,2581.38,2592.67,10998.23,18026625.4336
2399006,20220330,2612.71,2696.83,2610.41,2696.83,10747.82,19141836.8
2399006,20220331,2683.19,2686.28,2646.24,2659.49,12077.57,20454282.0352
2399006,20220401,2641.75,2687.15,2632.98,2666.97,11886.35,18756901.2736
2399006,20220406,2662.28,2662.62,2615.92,2633.91,11576.73,17753033.9328
2399006,20220407,2611.98,2632.1,2576.53,2578.53,11651.38,17883522.6624
2399006,20220408,2578.74,2609.35,2546.51,2569.91,10880.54,17183313.1008
2399006,20220411,2536.15,2536.15,2455.46,2462.04,10821.75,17266910.8224
2399006,20220412,2461.6,2523.69,2459.26,2523.69,10376.01,15568466.7392
2399006,20220413,2499.19,2513.47,2466.84,2466.84,10407.49,15556183.6544
2399006,20220414,2495.16,2498.81,2443.15,2466.29,9238.64,15894142.976
2399006,20220415,2443.35,2483.75,2416.7,2460.36,10191.37,16318747.4432
2399006,20220418,2435.85,2491.6,2410.86,2487.77,8329.39,13834425.1392
2399006,20220419,2484.52,2510.41,2444.59,2453.55,8477.13,14103232.512
2399006,20220420,2440.3,2443.31,2357.91,2363.65,9671.04,16077068.6976
2399006,20220421,2352.22,2378.34,2298.75,2312.46,10436.31,15924009.3696
2399006,20220422,2299.16,2321.14,2279.78,2296.6,9514.2,14878439.8336
2399006,20220425,2240.04,2262.77,2168.9,2169.0,12163.52,17188870.5536
2399006,20220426,2172.8,2218.56,2149.6,2150.51,11377.59,16069151.9488
2399006,20220427,2122.32,2271.17,2122.32,2269.17,12400.63,18386917.7856
2399006,20220428,2249.51,2266.43,2206.96,2227.65,10675.59,16206526.8736
2399006,20220429,2247.7,2322.97,2221.99,2319.14,12404.93,19163391.5904
2399006,20220505,2263.92,2317.17,2242.96,2288.4,10279.86,17608912.0768
2399006,20220506,2227.68,2274.39,2222.49,2244.97,9743.87,14731165.696
2399006,20220509,2236.17,2263.12,2213.58,2228.07,8980.27,13023131.2384
2399006,20220510,2192.06,2287.87,2187.44,2276.35,10140.79,16168597.9136
2399006,20220511,2280.96,2401.1,2275.27,2346.15,13044.98,21833644.4416
2399006,20220512,2325.95,2367.31,2324.76,2351.27,10129.89,15430651.0848
2399006,20220513,2367.55,2373.3,2334.37,2358.16,8712.45,13381881.856
2399006,20220516,2376.64,2395.75,2328.74,2331.23,9216.16,13862197.6576
2399006,20220517,2335.12,2370.66,2323.07,2369.09,9418.65,14348374.8352
2399006,20220518,2373.89,2384.6,2352.92,2365.38,9637.78,14008706.6624
2399006,20220519,2329.96,2377.31,2325.67,2377.13,9736.37,14675347.0464
2399006,20220520,2395.35,2426.58,2384.11,2417.35,10125.45,15847884.3904
2399006,20220523,2422.13,2423.79,2385.7,2410.12,9985.13,14895390.72
2399006,20220524,2404.6,2404.6,2316.79,2318.07,12018.92,17965100.2368
2399006,20220525,2320.78,2332.96,2303.15,2325.6,8793.49,13099762.4832
2399006,20220526,2329.43,2343.21,2283.44,2321.13,9206.41,13732419.9936
2399006,20220527,2340.62,2377.4,2311.06,2322.48,9121.29,13646075.4944
2399006,20220530,2338.35,2359.58,2323.82,2350.38,8463.45,12912694.0672
2399006,20220531,2349.79,2411.18,2323.35,2405.08,10111.86,15883517.952
2399006,20220601,2403.35,2441.39,2395.97,2428.96,9598.18,15156645.0688
2399006,20220602,2418.66,2463.35,2411.71,2458.26,9717.91,15807402.8032
2399006,20220606,2456.16,2562.02,2455.95,2554.66,11356.47,19636825.2928
2399006,20220607,2555.55,2575.89,2532.78,2554.63,11289.59,18205473.1776
2399006,20220608,2558.15,2576.34,2507.11,2576.34,11300.33,19500448.1536
2399006,20220609,2558.33,2561.41,2491.82,2500.21,10165.47,15977824.256
2399006,20220610,2482.31,2556.98,2481.96,2556.47,10086.05,17393714.7904
2399006,20220613,2522.73,2563.24,2520.0,2546.49,10923.18,18108160.4096
2399006,20220614,2515.51,2551.08,2461.54,2548.31,11569.37,18444063.5392
2399006,20220615,2560.64,2631.94,2550.5,2575.09,12757.65,22097620.1728
2399006,20220616,2575.96,2616.82,2574.95,2585.47,12293.76,19360681.1648
2399006,20220617,2561.4,2666.08,2559.67,2657.21,12111.91,21022693.7856
2399006,20220620,2672.77,2741.59,2672.32,2710.14,12589.03,22073873.2032
2399006,20220621,2707.98,2723.03,2664.69,2692.98,13125.14,20891480.8832
2399006,20220622,2701.63,2721.81,2677.01,2677.29,11927.18,19959118.2336
2399006,20220623,2693.75,2760.1,2672.58,2760.1,12267.91,21008647.7824
2399006,20220624,2779.41,2824.44,2761.46,2824.44,12763.87,23163188.0192
2399006,20220627,2838.58,2863.66,2819.29,2830.6,13367.63,23962845.184
2399006,20220628,2827.35,2850.29,2771.93,2840.42,13973.98,24094023.68
2399006,20220629,2817.12,2845.46,2764.4,2768.61,14570.72,25321414.656
2399006,20220630,2776.39,2834.49,2772.77,2810.6,12362.68,21775027.4048
2399006,20220701,2810.11,2822.8,2768.48,2781.94,11051.28,19255058.432
2399006,20220704,2764.62,2834.69,2748.13,2834.69,10914.13,20866478.8992
2399006,20220705,2845.74,2867.43,2780.36,2825.13,11637.43,22140751.0528
2399006,20220706,2826.35,2858.05,2776.7,2802.72,10510.86,20081518.1824
2399006,20220707,2814.15,2852.8,2792.18,2849.71,10329.21,20864501.3504
2399006,20220708,2868.69,2887.72,2810.65,2817.64,11501.63,21224587.264
2399006,20220711,2804.55,2804.8,2742.46,2767.46,10174.09,18419341.7216
2399006,20220712,2768.82,2774.12,2697.68,2702.69,9787.05,17339115.1104
2399006,20220713,2708.1,2762.51,2674.47,2746.86,9344.56,17103903.1296
2399006,20220714,2739.92,2841.39,2736.32,2819.13,10274.64,19674238.1568
2399006,20220715,2804.18,2835.01,2760.5,2760.5,11205.04,19991630.6432
2399006,20220718,2778.4,2812.67,2736.26,2800.36,11813.03,20857959.2192
2399006,20220719,2799.38,2799.38,2736.67,2750.87,11944.19,20957706.6496
2399006,20220720,2764.25,2786.29,2754.18,2765.16,11504.64,19687967.9488
2399006,20220721,2756.32,2794.37,2741.31,2751.41,11249.27,19475765.6576
2399006,20220722,2776.98,2788.94,2714.12,2737.31,10855.94,18719834.112
2399006,20220725,2732.61,2736.73,2693.16,2704.95,9796.21,16727026.8928
2399006,20220726,2708.74,2729.38,2682.21,2713.46,9301.92,15808503.808
2399006,20220727,2710.74,2730.17,2696.2,2714.25,10039.37,17723521.4336
2399006,20220728,2734.63,2749.14,2704.05,2705.9,12010.73,20917646.1312
2399006,20220729,2716.1,2718.53,2665.65,2670.45,11418.57,20161737.5232
2399006,20220801,2662.76,2734.64,2641.18,2733.74,11407.47,20600310.9888
2399006,20220802,2692.12,2716.04,2651.85,2678.62,15028.47,24069749.1456
2399006,20220803,2687.25,2716.22,2620.39,2628.82,13517.12,23294477.9264
2399006,20220804,2645.0,2655.66,2610.5,2640.78,10996.66,18727311.7696
2399006,20220805,2648.05,2686.23,2637.24,2683.6,12173.67,22061631.0784
2399006,20220808,2668.99,2679.68,2647.25,2675.69,10997.39,20725797.6832
2399006,20220809,2668.92,2698.46,2658.69,2694.8,11177.49,21168653.9264
2399006,20220810,2688.13,2692.25,2645.55,2658.58,11219.11,20964630.528
2399006,20220811,2672.18,2724.85,2650.88,2721.49,13175.87,23789299.3024
2399006,20220812,2712.69,2717.68,2689.67,2690.83,12390.7,20911770.8288
2399006,20220815,2688.66,2734.33,2686.82,2718.59,10934.87,20284655.2064
2399006,20220816,2725.93,2759.52,2718.17,2731.39,11333.41,21431001.088
2399006,20220817,2739.48,2783.93,2719.22,2777.91,11957.29,22530824.6016
2399006,20220818,2771.15,2797.49,2769.21,2775.82,12092.73,22422156.0832
2399006,20220819,2779.99,2780.1,2733.05,2734.22,13177.44,23292280.832
2399006,20220822,2730.42,2782.67,2715.16,2779.02,11262.74,20091268.3008
2399006,20220823,2775.21,2802.05,2764.52,2780.31,10576.65,19254799.5648
2399006,20220824,2800.38,2803.43,2675.88,2679.05,12614.65,22727136.0512
2399006,20220825,2688.86,2694.16,2634.85,2667.3,10674.65,18809611.8784
2399006,20220826,2666.21,2677.73,2634.43,2640.29,9542.73,17198922.1376
2399006,20220829,2599.84,2641.17,2595.71,2630.51,8983.06,15805741.4656
2399006,20220830,2630.13,2632.13,2594.78,2612.14,9413.75,16082604.8512
2399006,20220831,2596.16,2611.65,2550.99,2570.41,10628.43,18706551.6032
2399006,20220901,2561.93,2584.62,2531.81,2533.85,8570.09,14590215.7824
2399006,20220902,2548.18,2552.34,2517.46,2533.02,8576.01,14342037.504
2399006,20220905,2528.71,2553.11,2519.89,2538.2,7995.98,13955763.4048
2399006,20220906,2541.12,2542.98,2493.43,2540.64,8166.2,15548496.2816
2399006,20220907,2525.15,2584.85,2522.38,2570.8,8530.32,16063448.6784
2399006,20220908,2570.05,2572.12,2521.54,2523.01,8087.4,14540886.8352
2399006,20220909,2535.74,2551.05,2525.77,2548.22,7005.67,13157813.4528
2399006,20220913,2566.84,2569.11,2537.28,2550.63,7014.92,12912816.9472
2399006,20220914,2512.28,2527.28,2486.08,2503.82,7054.02,13284242.2272
2399006,20220915,2512.45,2515.21,2404.44,2424.19,9220.27,17095516.16
2399006,20220916,2418.44,2430.23,2366.89,2367.4,8154.38,14702977.024
2399006,20220919,2360.58,2389.48,2339.03,2350.38,7023.88,12546868.0192
2399006,20220920,2366.79,2397.92,2351.89,2366.9,6160.03,11773430.9888
2399006,20220921,2353.78,2358.96,2322.95,2331.52,6364.58,11196646.1952
2399006,20220922,2309.29,2348.76,2302.64,2319.42,6268.94,11283143.8848
2399006,20220923,2320.92,2336.29,2275.29,2303.91,6852.99,11794667.1104
2399006,20220926,2288.23,2358.48,2285.64,2323.05,6754.98,12261790.5152
2399006,20220927,2336.04,2374.74,2325.65,2374.74,6615.47,12018307.8912
2399006,20220928,2367.48,2367.48,2313.77,2313.77,6585.16,11730282.9056
2399006,20220929,2343.28,2359.12,2321.56,2333.0,6369.33,11247223.6032
2399006,20220930,2335.54,2339.19,2288.19,2288.97,5812.61,10319210.0864
2399006,20221010,2294.72,2301.24,2230.64,2236.24,6138.11,10824345.1904
2399006,20221011,2256.34,2273.9,2245.47,2261.89,5521.0,10132456.2432
2399006,20221012,2260.68,2343.5,2234.46,2343.3,7338.88,13520895.1808
2399006,20221013,2324.47,2374.61,2318.27,2350.69,7866.23,13803854.2336
2399006,20221014,2379.83,2453.04,2365.14,2434.22,8909.23,17366615.6544
2399006,20221017,2419.64,2446.7,2409.52,2435.02,9009.01,16048947.2
2399006,20221018,2446.36,2469.03,2428.15,2446.93,8835.95,15759204.352
2399006,20221019,2440.03,2463.78,2425.73,2425.96,8221.08,14710128.64
2399006,20221020,2402.76,2444.41,2365.72,2401.72,8581.34,15835870.0032
2399006,20221021,2390.41,2410.01,2381.21,2395.16,7303.67,13123818.2912
2399006,20221024,2385.82,2412.6,2323.85,2336.84,9129.52,16432588.3904
2399006,20221025,2323.84,2344.39,2281.4,2314.55,9441.58,16770360.9344
2399006,20221026,2324.77,2397.13,2320.27,2372.88,10952.54,20040766.2592
2399006,20221027,2377.18,2377.68,2337.25,2337.25,11064.64,20504490.8032
2399006,20221028,2309.96,2326.49,2245.46,2250.51,11042.33,19048415.232
2399006,20221031,2228.62,2295.95,2227.83,2265.08,9995.77,17683198.7712
2399006,20221101,2270.04,2337.82,2251.8,2337.65,10505.71,19518996.48
2399006,20221102,2322.98,2396.21,2320.55,2375.86,12239.11,21617568.9728
2399006,20221103,2352.56,2385.06,2349.75,2376.06,9931.75,17820334.4896
2399006,20221104,2378.42,2464.51,2377.91,2451.22,11146.09,21108537.7536
2399006,20221107,2447.13,2470.64,2432.05,2454.69,11272.86,20087834.2144
2399006,20221108,2452.86,2460.99,2411.72,2432.4,9819.37,16935613.2352
2399006,20221109,2422.17,2432.29,2398.07,2399.34,9208.16,15411352.3712
2399006,20221110,2380.23,2393.61,2344.68,2357.13,11085.6,17816356.4544
2399006,20221111,2443.11,2446.09,2402.94,2405.32,14269.41,24066800.0256
2399006,20221114,2406.87,2418.52,2364.44,2375.21,11940.21,20510790.4512
2399006,20221115,2373.99,2432.46,2356.35,2431.73,12226.5,21528582.5536
2399006,20221116,2427.41,2443.79,2399.7,2402.91,11806.45,19870231.7568
2399006,20221117,2389.46,2389.46,2351.0,2385.86,11531.21,19036579.4304
2399006,20221118,2394.31,2420.38,2384.65,2389.76,13112.06,21241004.032
2399006,20221121,2369.76,2389.64,2360.85,2387.3,10882.6,17834083.9424
2399006,20221122,2380.71,2382.14,2334.47,2343.55,11225.19,17942052.864
2399006,20221123,2338.86,2357.0,2302.99,2340.34,10529.07,16584305.8688
2399006,20221124,2349.27,2356.67,2330.37,2335.52,8524.15,14260151.9104
2399006,20221125,2325.57,2327.28,2304.98,2309.36,7916.77,12824529.3056
2399006,20221128,2264.83,2300.95,2261.05,2298.8,7920.62,12927398.7072
2399006,20221129,2301.21,2347.71,2298.31,2339.79,9402.94,15884658.2784
2399006,20221130,2335.95,2348.16,2323.19,2345.31,8830.5,15215550.464
2399006,20221201,2386.08,2403.77,2380.67,2381.18,10406.65,18959717.1712
2399006,20221202,2378.4,2408.74,2369.31,2383.32,9762.39,16298600.0384
2399006,20221205,2391.1,2394.43,2366.12,2377.11,10723.84,18581471.232
2399006,20221206,2366.11,2414.2,2365.69,2393.28,9868.93,17228555.8784
2399006,20221207,2382.56,2432.11,2382.56,2414.04,10019.54,17526474.3424
2399006,20221208,2411.8,2423.16,2398.21,2411.81,9909.04,16273910.9888
2399006,20221209,2412.16,2421.65,2391.67,2420.63,10281.3,17866440.704
2399006,20221212,2409.44,2418.06,2399.69,2401.52,10188.99,16994059.8784
2399006,20221213,2403.74,2404.88,2371.07,2376.2,10239.27,16587433.5744
2399006,20221214,2384.7,2391.21,2362.61,2368.08,9416.04,15409197.8752
2399006,20221215,2365.23,2399.36,2363.34,2399.12,8763.43,15037733.2736
2399006,20221216,2381.68,2390.66,2361.89,2373.72,9516.28,15260095.2832
2399006,20221219,2372.93,2389.3,2337.4,2346.7,9166.03,14221756.0064
2399006,20221220,2340.51,2340.73,2308.57,2310.8,7356.75,11798881.8944
2399006,20221221,2312.52,2322.52,2293.58,2303.7,6980.03,11020171.6736
2399006,20221222,2318.71,2328.71,2288.52,2295.32,7606.49,12070509.7728
2399006,20221223,2282.33,2301.62,2273.04,2286.19,7365.86,11194811.1872
2399006,20221226,2290.26,2334.98,2290.16,2331.41,7195.63,11999232.8192
2399006,20221227,2335.57,2363.15,2326.31,2359.5,7847.75,13164213.0432
2399006,20221228,2346.04,2348.85,2323.48,2338.26,7140.65,11980387.9424
2399006,20221229,2328.73,2365.69,2327.69,2349.38,6936.59,11282175.5904
2399006,20221230,2361.97,2369.14,2346.77,2346.77,6958.56,10800192.7168
1000688,20191231,1000.0,1000.0,1000.0,1000.0,151.62,681805.7216
1000688,20200102,1005.62,1019.91,1005.62,1019.72,219.39,931510.4768
1000688,20200103,1021.67,1029.07,1018.68,1024.48,216.06,967736.7296
1000688,20200106,1020.0,1040.14,1020.0,1027.28,266.3,1197894.5536
1000688,20200107,1025.66,1043.08,1019.86,1043.08,267.59,1195376.8448
1000688,20200108,1035.84,1059.44,1034.51,1051.16,320.76,1350658.4576
1000688,20200109,1060.58,1081.4,1060.58,1078.31,284.34,1291309.9776
1000688,20200110,1082.31,1088.54,1076.44,1076.44,251.55,1076667.6992
1000688,20200113,1076.76,1105.85,1069.78,1105.85,246.63,1164001.0752
1000688,20200114,1107.78,1133.9,1107.78,1118.31,326.25,1530320.1792
1000688,20200115,1113.25,1120.35,1105.58,1114.77,242.05,1155427.6352
1000688,20200116,1116.51,1161.48,1116.51,1154.3,308.53,1611581.6448
1000688,20200117,1159.37,1252.56,1159.37,1238.66,587.36,2607615.7952
1000688,20200120,1239.44,1270.36,1208.69,1240.51,520.26,2589009.1008
1000688,20200121,1233.65,1247.84,1194.8,1195.01,420.68,2082289.8688
1000688,20200122,1178.78,1247.61,1157.29,1244.52,479.47,2312480.768
1000688,20200123,1219.23,1262.44,1177.09,1202.1,442.59,2390123.1104
1000688,20200203,1018.28,1082.79,1015.6,1030.55,546.65,2239221.9648
1000688,20200204,1049.96,1153.23,1049.96,1153.23,528.62,2521402.368
1000688,20200205,1166.97,1240.37,1166.97,1203.61,586.02,3123530.9568
1000688,20200206,1191.73,1251.84,1191.73,1238.76,559.0,2888697.0368
1000688,20200207,1240.04,1307.76,1234.23,1307.76,566.48,3238577.152
1000688,20200210,1310.53,1336.53,1293.43,1322.25,593.29,3005230.6944
1000688,20200211,1318.42,1318.42,1266.21,1283.57,503.75,2663212.4416
1000688,20200212,1274.8,1360.55,1274.8,1348.7,476.39,2760519.68
1000688,20200213,1360.13,1409.68,1353.04,1360.71,614.41,3504599.8592
1000688,20200214,1359.37,1382.96,1305.97,1327.22,531.02,3049595.4944
1000688,20200217,1332.97,1381.55,1332.97,1381.55,496.99,2795167.744
1000688,20200218,1381.58,1404.71,1372.53,1399.38,490.56,3144390.656
1000688,20200219,1398.78,1412.17,1373.44,1373.44,478.32,2939075.3792
1000688,20200220,1377.76,1390.02,1321.73,1348.34,422.23,2549552.5376
1000688,20200221,1337.56,1373.67,1337.56,1346.86,447.55,3279933.6448
1000688,20200224,1341.99,1359.23,1328.75,1351.71,420.0,2723943.0144
1000688,20200225,1312.48,1371.58,1312.48,1367.37,461.16,2920248.5248
1000688,20200226,1348.08,1361.01,1286.35,1288.24,501.58,2883757.6704
1000688,20200227,1293.19,1293.19,1251.45,1264.94,503.28,2844235.1616
1000688,20200228,1206.86,1231.09,1187.1,1191.05,513.21,2754630.0416
1000688,20200302,1202.96,1259.08,1194.94,1252.62,497.97,2424004.1984
1000688,20200303,1278.27,1332.84,1272.06,1285.03,512.29,2753702.912
1000688,20200304,1268.83,1277.69,1226.8,1255.72,381.95,2153976.2176
1000688,20200305,1277.71,1277.71,1246.71,1264.79,431.26,2074622.3616
1000688,20200306,1246.1,1255.07,1237.62,1243.37,326.12,1688483.0208
1000688,20200309,1216.04,1223.25,1171.86,1171.86,387.27,1887758.336
1000688,20200310,1148.4,1216.33,1135.21,1216.33,406.49,2063533.2608
1000688,20200311,1218.52,1233.43,1184.71,1184.71,424.85,1815132.9792
1000688,20200312,1161.92,1177.36,1151.79,1167.06,280.54,1323071.7952
1000688,20200313,1103.96,1187.7,1103.96,1175.28,338.33,1785715.712
1000688,20200316,1188.08,1200.46,1115.08,1115.08,318.12,1693030.2976
1000688,20200317,1132.95,1141.39,1079.84,1131.55,297.27,1547500.1344
1000688,20200318,1145.3,1173.23,1115.02,1115.02,299.96,1590659.2768
1000688,20200319,1116.26,1133.69,1091.24,1128.97,278.5,1445641.9328
1000688,20200320,1140.09,1148.09,1114.29,1127.37,235.6,1314547.9168
1000688,20200323,1092.5,1096.4,1037.53,1039.88,283.05,1399148.1344
1000688,20200324,1067.01,1071.34,1020.25,1060.84,236.83,1216797.2864
1000688,20200325,1097.31,1110.1,1094.16,1101.32,249.63,1243480.2688
1000688,20200326,1093.33,1111.48,1091.0,1095.34,211.38,1098634.5472
1000688,20200327,1109.54,1110.54,1082.93,1084.51,229.2,1064080.9984
1000688,20200330,1062.9,1062.9,1021.5,1035.83,226.09,1106514.3296
1000688,20200331,1048.74,1055.27,1027.22,1029.75,170.37,872561.3568
1000688,20200401,1026.58,1060.71,1026.58,1037.93,175.06,883028.992
1000688,20200402,1033.56,1094.83,1033.56,1094.83,209.31,1113876.1728
1000688,20200403,1089.24,1095.31,1074.19,1080.53,181.44,930255.872
1000688,20200407,1109.61,1117.79,1108.78,1111.65,198.62,975551.3856
1000688,20200408,1104.96,1117.81,1100.31,1104.14,170.74,842308.4544
1000688,20200409,1107.47,1110.06,1094.92,1101.28,203.17,958517.4528
1000688,20200410,1100.37,1100.37,1054.35,1058.44,227.14,1091279.36
1000688,20200413,1048.21,1052.01,1038.82,1042.15,151.91,714080.0512
1000688,20200414,1049.21,1073.22,1049.21,1073.22,143.0,693927.3728
1000688,20200415,1076.94,1101.67,1076.94,1088.2,166.23,901028.864
1000688,20200416,1080.87,1097.2,1080.87,1091.93,178.44,871034.9824
1000688,20200417,1102.66,1129.12,1102.66,1117.07,258.57,1215986.8928
1000688,20200420,1119.26,1133.36,1115.72,1133.36,501.42,1180307.6608
1000688,20200421,1127.66,1127.66,1108.48,1119.23,384.23,1067923.6608
1000688,20200422,1108.68,1135.85,1108.68,1135.85,382.16,1181237.6576
1000688,20200423,1140.8,1157.87,1140.55,1149.72,405.25,1429071.7696
1000688,20200424,1148.59,1155.54,1139.31,1144.15,359.01,1354446.336
1000688,20200427,1140.19,1145.75,1136.23,1138.1,314.53,1355439.9232
1000688,20200428,1130.61,1130.61,1037.26,1113.51,460.92,1784396.5952
1000688,20200429,1105.6,1125.19,1102.57,1102.7,310.04,1230926.9504
1000688,20200430,1107.43,1171.8,1107.43,1166.35,408.72,1715496.6528
1000688,20200506,1155.12,1252.75,1155.12,1247.51,563.09,2419915.5712
1000688,20200507,1249.64,1249.64,1218.24,1224.1,542.26,2254991.36
1000688,20200508,1230.91,1272.62,1230.91,1240.25,465.94,2102928.384
1000688,20200511,1244.3,1268.08,1215.97,1226.06,412.55,1926572.2368
1000688,20200512,1222.39,1233.64,1203.15,1233.59,382.26,1734677.504
1000688,20200513,1227.72,1252.58,1227.72,1247.03,406.9,1880253.44
1000688,20200514,1241.84,1258.25,1238.23,1242.17,467.83,2056443.0848
1000688,20200515,1244.74,1280.05,1244.74,1270.48,431.55,2138397.2864
1000688,20200518,1279.29,1279.29,1253.33,1254.3,508.22,2665856.6144
1000688,20200519,1260.22,1324.42,1260.22,1324.42,480.76,2537936.4864
1000688,20200520,1317.4,1348.58,1297.67,1307.0,562.37,2870340.1984
1000688,20200521,1305.91,1309.5,1251.52,1251.93,494.91,2467270.8608
1000688,20200522,1247.6,1258.31,1208.82,1230.66,424.09,2060768.6656
1000688,20200525,1223.87,1227.56,1205.73,1212.09,339.07,1644733.1328
1000688,20200526,1217.62,1272.92,1217.62,1272.66,446.59,2062487.552
1000688,20200527,1271.46,1281.21,1251.08,1253.27,457.16,2153738.6496
1000688,20200528,1251.06,1256.22,1206.62,1232.22,423.93,2120427.7248
1000688,20200529,1227.2,1267.43,1227.2,1246.11,449.86,2235690.5984
1000688,20200601,1257.97,1309.96,1257.97,1300.74,507.2,2613880.0128
1000688,20200602,1305.8,1312.52,1294.22,1305.64,484.75,2633046.2208
1000688,20200603,1305.73,1314.14,1293.6,1294.28,480.05,2635027.6608
1000688,20200604,1295.16,1306.07,1291.21,1299.8,549.97,2665357.312
1000688,20200605,1300.25,1307.89,1292.05,1297.31,474.01,2396937.6256
1000688,20200608,1306.5,1311.68,1277.29,1280.05,472.88,2449220.1984
1000688,20200609,1277.45,1278.85,1269.11,1278.51,427.95,2181581.6192
1000688,20200610,1278.07,1278.07,1265.11,1269.98,571.06,2271797.6576
1000688,20200611,1270.72,1294.34,1265.38,1273.59,534.85,2449976.1152
1000688,20200612,1246.8,1268.46,1246.8,1262.29,480.98,2211386.7776
1000688,20200615,1262.48,1271.91,1249.58,1249.91,467.93,2295529.8816
1000688,20200616,1259.09,1289.13,1259.09,1289.13,531.55,2578040.2176
1000688,20200617,1291.04,1299.78,1280.52,1291.12,545.97,2607535.9232
1000688,20200618,1289.77,1304.49,1286.47,1302.37,499.6,2418847.5392
1000688,20200619,1301.02,1329.2,1301.02,1325.15,472.5,2306633.728
1000688,20200622,1347.94,1380.37,1347.94,1371.21,711.24,3390373.4784
1000688,20200623,1365.33,1407.19,1365.33,1407.19,580.09,2888276.7872
1000688,20200624,1408.55,1432.99,1406.87,1424.28,637.64,3150142.8736
1000688,20200629,1415.91,1415.91,1393.71,1401.64,524.16,2549364.1216
1000688,20200630,1410.58,1454.31,1410.58,1447.89,553.37,2894882.2016
1000688,20200701,1453.25,1459.77,1417.6,1439.88,627.86,3322152.3456
1000688,20200702,1439.01,1452.75,1424.15,1437.05,599.48,3237484.7488
1000688,20200703,1435.08,1441.09,1408.08,1438.59,602.49,3170938.4704
1000688,20200706,1445.61,1547.14,1444.69,1538.4,944.94,4612703.8464
1000688,20200707,1550.3,1617.6,1550.3,1572.19,1032.0,5569752.2688
1000688,20200708,1572.78,1608.19,1555.31,1599.91,791.32,4500679.8848
1000688,20200709,1596.98,1681.91,1594.26,1666.85,968.08,5762234.368
1000688,20200710,1653.5,1682.62,1633.18,1654.83,781.81,5061187.1744
1000688,20200713,1647.18,1721.98,1640.98,1721.98,809.77,5281243.5456
1000688,20200714,1714.87,1726.19,1647.64,1701.58,944.84,6202028.8512
1000688,20200715,1702.58,1707.63,1611.91,1612.03,1000.88,6805103.4112
1000688,20200716,1606.44,1612.33,1460.64,1469.8,1381.99,9742795.5712
1000688,20200717,1475.46,1495.91,1425.64,1443.4,896.51,5602584.576
1000688,20200720,1459.78,1463.71,1388.28,1459.03,905.34,5790538.9568
1000688,20200721,1456.49,1499.85,1454.59,1490.17,759.82,4994739.4048
1000688,20200722,1474.02,1519.12,1468.11,1497.23,991.08,6440629.8624
1000688,20200723,1487.2,1512.47,1459.73,1494.14,894.78,5769859.072
1000688,20200724,1467.1,1474.46,1389.31,1389.31,1025.44,5875465.8304
1000688,20200727,1396.49,1403.11,1361.98,1374.52,620.68,3824465.5104
1000688,20200728,1385.79,1404.9,1383.28,1400.54,544.47,3390966.3744
1000688,20200729,1400.92,1476.92,1395.97,1476.92,732.7,4846819.328
1000688,20200730,1484.43,1496.27,1467.8,1472.79,740.29,5062008.0128
1000688,20200731,1469.1,1513.76,1467.78,1512.98,855.43,5927229.44
1000688,20200803,1533.23,1622.81,1533.23,1622.81,966.54,6675943.8336
1000688,20200804,1620.79,1628.14,1555.9,1566.06,782.75,5510658.8672
1000688,20200805,1592.39,1597.47,1556.68,1588.62,716.72,5179027.456
1000688,20200806,1582.47,1589.75,1552.54,1573.87,698.62,5046627.5328
1000688,20200807,1561.86,1568.56,1492.25,1526.8,735.75,5003409.408
1000688,20200810,1520.1,1555.68,1507.27,1535.6,601.84,4369516.9536
1000688,20200811,1531.6,1539.84,1490.84,1491.84,577.14,3893276.2624
1000688,20200812,1485.56,1488.88,1422.73,1458.64,633.61,4259700.736
1000688,20200813,1465.6,1482.63,1453.38,1468.23,494.5,3771920.384
