table_name,date,o,h,l,c,v,a
1000033,20220808,2480.99,2508.33,2473.9,2505.77,1934.24,2500560.2816
1000033,20220809,2505.25,2525.81,2499.62,2522.44,1876.84,2582589.0304
1000033,20220810,2525.53,2552.48,2512.28,2526.85,2517.75,3439487.7952
1000033,20220811,2531.73,2551.32,2519.76,2550.71,2335.71,3267664.0768
1000033,20220812,2548.62,2580.08,2545.06,2569.16,2539.48,3348021.0432
1000033,20220815,2566.2,2596.61,2562.87,2586.36,2440.66,3336182.1696
1000033,20220816,2587.09,2587.42,2554.0,2558.59,2245.96,3201033.4208
1000033,20220817,2559.51,2559.59,2512.55,2539.52,2109.11,2962994.176
1000033,20220818,2532.44,2541.54,2510.77,2512.89,2188.09,2531772.6208
1000033,20220819,2508.39,2515.91,2486.81,2487.19,1886.46,2474623.3856
1000033,20220822,2488.34,2553.82,2480.77,2553.0,2287.33,3289138.176
1000033,20220823,2548.21,2557.32,2529.51,2547.45,2014.1,2772290.56
1000033,20220824,2551.52,2563.53,2478.14,2482.02,2743.89,3119105.6384
1000033,20220825,2486.67,2510.29,2460.11,2509.31,2572.76,3070335.3856
1000033,20220826,2513.74,2532.0,2495.15,2500.34,2164.74,2768314.9824
1000033,20220829,2467.21,2490.89,2461.36,2488.16,2021.3,2452044.5952
1000033,20220830,2486.01,2488.33,2448.94,2463.2,1805.4,2078241.3824
1000033,20220831,2449.6,2461.33,2417.22,2429.04,2220.41,2545316.0448
1000033,20220901,2422.87,2438.94,2409.56,2411.97,1475.36,1825433.1904
1000033,20220902,2414.9,2418.55,2389.14,2398.86,1345.87,1753413.2224
1000033,20220905,2397.38,2419.97,2386.97,2418.79,1500.56,2014122.1888
1000033,20220906,2431.55,2482.06,2428.76,2480.24,2156.81,2799915.008
1000033,20220907,2467.26,2497.38,2460.09,2488.55,2612.89,2753535.3856
1000033,20220908,2493.78,2504.12,2476.95,2486.73,2142.61,2443047.3216
1000033,20220909,2494.74,2540.43,2494.02,2536.08,2398.21,3067676.0576
1000033,20220913,2543.35,2554.86,2528.4,2530.42,2113.38,2839079.1168
1000033,20220914,2490.97,2519.62,2484.32,2492.79,1802.12,2266049.9456
1000033,20220915,2500.63,2509.74,2427.91,2448.56,2212.22,2758811.8528
1000033,20220916,2441.41,2444.05,2377.8,2378.61,2345.42,2599952.7936
1000033,20220919,2377.98,2396.19,2360.01,2369.97,1742.1,1883070.8736
1000033,20220920,2385.91,2410.62,2381.34,2392.06,1674.43,2111079.424
1000033,20220921,2384.11,2404.54,2365.33,2395.3,1725.29,2205565.5424
1000033,20220922,2375.7,2405.41,2372.01,2380.68,1580.25,2067511.296
1000033,20220923,2383.98,2398.85,2342.58,2359.63,1643.52,2027660.6976
1000033,20220926,2337.28,2346.17,2291.08,2295.81,2344.78,2441693.7984
1000033,20220927,2296.36,2310.28,2267.17,2310.12,1733.74,1959725.4656
1000033,20220928,2301.3,2301.3,2225.81,2225.81,1859.24,2135065.3952
1000033,20220929,2251.69,2271.28,2234.71,2246.27,1666.56,2018210.4064
1000033,20220930,2251.14,2282.4,2250.47,2252.0,1427.25,1764385.9968
1000033,20221010,2256.67,2259.13,2200.19,2205.67,1547.77,1712351.3344
1000033,20221011,2208.07,2233.35,2192.38,2232.82,1246.08,1522155.8272
1000033,20221012,2227.89,2263.47,2176.81,2262.56,2011.18,2200379.5968
1000033,20221013,2246.37,2265.73,2235.29,2244.85,1767.48,1938943.1808
1000033,20221014,2260.66,2291.93,2249.67,2280.18,1849.18,2152713.8304
1000033,20221017,2267.36,2292.54,2257.75,2289.49,1625.16,1804009.472
1000033,20221018,2295.26,2302.7,2273.55,2277.01,1376.13,1731322.88
1000033,20221019,2274.08,2285.16,2228.8,2229.01,1336.21,1787258.6752
1000033,20221020,2215.71,2248.33,2200.19,2221.86,1336.59,1653912.7808
1000033,20221021,2228.43,2233.43,2195.92,2208.33,1247.34,1710222.2336
1000033,20221024,2215.42,2246.21,2175.51,2185.93,1978.7,2331731.968
1000033,20221025,2169.56,2198.88,2144.51,2175.12,1645.34,1938733.8752
1000033,20221026,2169.2,2202.4,2168.8,2183.09,1860.74,2098381.0048
1000033,20221027,2188.7,2219.07,2188.7,2198.18,1947.04,2252275.5072
1000033,20221028,2179.36,2179.36,2126.13,2129.96,2184.92,2347903.3856
1000033,20221031,2102.79,2122.98,2083.66,2097.38,1916.06,2224948.8384
1000033,20221101,2101.11,2163.28,2094.68,2162.98,2095.21,2458814.6688
1000033,20221102,2161.34,2204.74,2154.43,2190.11,2289.76,2622688.256
1000033,20221103,2171.09,2195.73,2168.18,2185.79,1739.57,1975513.2928
1000033,20221104,2183.03,2252.75,2182.94,2247.32,2554.99,2937903.5136
1000033,20221107,2265.86,2312.22,2265.86,2293.72,3605.23,3695451.3408
1000033,20221108,2288.53,2302.35,2272.82,2290.97,2239.69,2370379.1616
1000033,20221109,2312.58,2321.59,2292.36,2293.04,2299.09,2561653.1456
1000033,20221110,2279.29,2285.56,2263.1,2273.52,3070.74,2402480.3328
1000033,20221111,2344.74,2366.32,2325.04,2349.73,4553.36,4230560.5632
1000033,20221114,2365.26,2391.68,2332.9,2344.05,3208.14,3358424.4736
1000033,20221115,2339.82,2376.62,2321.74,2376.4,2348.88,2538503.5776
1000033,20221116,2373.94,2381.92,2356.95,2359.66,1867.76,2044387.1232
1000033,20221117,2346.35,2346.35,2313.39,2337.08,1906.73,2211926.2208
1000033,20221118,2336.01,2341.09,2314.34,2315.86,1767.19,1938592.5632
1000033,20221121,2299.65,2303.69,2271.96,2303.54,1513.06,1717475.328
1000033,20221122,2301.04,2328.31,2295.38,2304.86,1651.58,1681833.7792
1000033,20221123,2304.63,2321.87,2299.67,2309.19,1439.58,1539586.2528
1000033,20221124,2320.78,2336.24,2319.97,2324.94,1438.9,1646542.4384
1000033,20221125,2322.57,2349.28,2317.2,2336.25,1632.15,1926742.4256
1000033,20221128,2303.4,2314.59,2272.82,2307.46,1536.73,1713229.2096
1000033,20221129,2318.44,2360.59,2317.35,2358.53,2113.22,2319111.9872
1000033,20221130,2351.99,2364.16,2338.23,2349.82,1818.37,2081364.992
1000033,20221201,2381.0,2401.38,2379.35,2382.75,2164.09,2490236.928
1000033,20221202,2385.53,2385.53,2356.38,2361.42,1547.14,1913936.2816
1000033,20221205,2376.89,2420.04,2372.06,2413.96,3155.18,2891147.4688
1000033,20221206,2398.85,2424.56,2392.21,2424.56,2276.98,2565654.9376
1000033,20221207,2415.96,2427.46,2397.75,2406.5,2026.09,2338903.04
1000033,20221208,2404.44,2427.82,2397.87,2415.01,1602.83,2037334.6304
1000033,20221209,2415.04,2453.34,2414.3,2450.28,2579.06,2953923.1744
1000033,20221212,2436.78,2437.71,2389.31,2392.25,2160.91,2524120.8832
1000033,20221213,2392.96,2416.55,2392.96,2405.26,2035.92,2208926.3104
1000033,20221214,2408.1,2423.08,2400.2,2405.72,1575.79,1820380.7744
1000033,20221215,2400.29,2401.93,2365.15,2384.02,1411.34,1634333.5936
1000033,20221216,2365.7,2388.38,2360.18,2375.43,1422.5,1745263.4112
1000033,20221219,2375.77,2391.05,2326.67,2335.77,1551.91,1683377.152
1000033,20221220,2329.26,2334.25,2299.5,2312.01,1069.83,1255959.552
1000033,20221221,2321.85,2332.98,2306.58,2314.26,943.31,1231351.3984
1000033,20221222,2331.8,2335.98,2282.35,2289.97,1230.82,1494531.1744
1000033,20221223,2275.72,2289.58,2258.45,2270.6,938.02,1238557.696
1000033,20221226,2273.37,2292.28,2271.27,2290.29,957.46,1220075.9296
1000033,20221227,2302.71,2329.35,2300.76,2327.25,1169.65,1438543.9744
1000033,20221228,2319.31,2326.96,2306.72,2315.38,1113.98,1457534.1568
1000033,20221229,2304.3,2314.58,2294.9,2301.73,1150.25,1324307.8656
1000033,20221230,2310.52,2322.67,2297.8,2298.17,1096.75,1351967.6416
1000034,20190102,1846.55,1849.31,1817.61,1828.78,800.85,661853.3888
1000034,20190103,1824.61,1850.83,1819.39,1836.28,834.14,702223.0016
1000034,20190104,1820.98,1870.28,1817.44,1870.28,1193.73,924244.8896
1000034,20190107,1881.73,1899.18,1877.95,1895.89,1417.8,1126254.7968
1000034,20190108,1891.16,1895.25,1885.07,1888.43,984.82,758423.3984
1000034,20190109,1892.98,1913.8,1885.0,1886.38,1192.91,933677.7728
1000034,20190110,1886.58,1894.1,1879.54,1883.71,979.35,832603.4944
1000034,20190111,1888.24,1895.5,1877.28,1894.07,998.19,818426.9824
1000034,20190114,1893.46,1895.15,1879.53,1882.89,755.9,623030.784
1000034,20190115,1884.33,1905.1,1881.12,1904.22,930.9,818997.2992
1000034,20190116,1904.27,1904.27,1891.25,1894.6,794.46,662868.9408
1000034,20190117,1898.37,1900.49,1884.33,1885.65,833.65,693804.288
1000034,20190118,1895.33,1923.03,1893.84,1921.67,1150.58,960316.6208
1000034,20190121,1923.15,1933.23,1918.02,1924.1,955.81,851624.704
1000034,20190122,1922.11,1922.11,1896.34,1899.97,836.58,686925.9776
1000034,20190123,1900.19,1906.33,1890.78,1895.94,757.46,646168.1664
1000034,20190124,1899.41,1899.45,1874.74,1890.78,1080.36,975443.456
1000034,20190125,1892.96,1915.14,1891.01,1905.69,969.28,820755.3024
1000034,20190128,1915.29,1932.73,1903.78,1909.76,970.73,826086.144
1000034,20190129,1905.51,1913.27,1880.97,1911.19,960.13,780143.9744
1000034,20190130,1906.8,1916.8,1898.29,1899.61,790.11,673841.3568
1000034,20190131,1904.41,1910.58,1885.48,1892.67,904.7,706059.8272
1000034,20190201,1902.61,1918.02,1894.19,1917.62,872.02,739215.36
1000034,20190211,1915.25,1938.72,1914.03,1938.39,1065.16,909542.0928
1000034,20190212,1936.41,1955.83,1933.1,1955.77,1292.0,1055124.992
1000034,20190213,1956.9,1986.58,1948.1,1980.92,1679.99,1373643.776
1000034,20190214,1977.47,1989.97,1973.75,1981.89,1245.96,1071441.5104
1000034,20190215,1978.9,1981.06,1952.67,1955.23,1234.95,1014027.8784
1000034,20190218,1965.11,2005.75,1965.11,2005.75,1734.87,1476816.4864
1000034,20190219,2015.37,2020.2,1990.11,2004.4,1848.65,1553199.2064
1000034,20190220,2008.3,2012.82,1995.8,2012.82,1644.81,1325446.4512
1000034,20190221,2012.64,2037.12,1999.93,2004.02,2047.98,1726158.2336
1000034,20190222,1999.95,2042.17,1994.09,2042.17,1789.74,1569591.5008
1000034,20190225,2066.89,2147.73,2065.11,2147.73,4309.11,3604604.1088
1000034,20190226,2146.98,2197.71,2124.14,2146.62,4668.44,3725323.4688
1000034,20190227,2145.31,2168.38,2113.12,2134.14,3537.43,2875041.792
1000034,20190228,2137.06,2146.97,2111.91,2120.97,2132.75,1738818.9696
1000034,20190301,2131.88,2146.58,2110.81,2146.58,2246.58,1831898.9312
1000034,20190304,2164.83,2209.4,2156.77,2174.86,4173.58,3481185.0752
1000034,20190305,2168.64,2192.09,2155.32,2191.49,3560.21,2785247.0272
1000034,20190306,2192.05,2206.86,2177.43,2206.86,3857.44,3052140.3392
1000034,20190307,2199.3,2214.46,2177.97,2193.82,4111.02,3110716.6208
1000034,20190308,2156.15,2169.93,2091.81,2093.14,3795.73,2938681.5488
1000034,20190311,2100.58,2163.73,2100.58,2163.13,2919.89,2499323.4944
1000034,20190312,2187.35,2207.22,2168.88,2191.09,3676.69,3208737.9968
1000034,20190313,2187.22,2200.55,2160.51,2170.74,3060.2,2948155.8016
1000034,20190314,2163.29,2184.66,2130.87,2147.3,2639.49,2436955.3408
1000034,20190315,2154.56,2189.92,2151.94,2171.3,2506.91,2234723.9424
1000034,20190318,2180.19,2233.55,2168.13,2233.55,3489.96,2980069.1712
1000034,20190319,2241.07,2250.95,2211.77,2225.29,2769.59,2469999.4112
1000034,20190320,2219.46,2224.62,2189.51,2216.68,2340.01,2007745.1264
1000034,20190321,2224.93,2236.56,2214.5,2219.96,2563.07,2123740.3648
1000034,20190322,2220.58,2225.07,2202.02,2224.39,2226.85,1961373.4912
1000034,20190325,2195.85,2219.54,2190.75,2193.43,3057.8,2686172.16
1000034,20190326,2201.85,2205.69,2140.75,2144.52,2557.88,2099525.2224
1000034,20190327,2155.21,2159.24,2133.7,2157.13,1944.12,1612287.5904
1000034,20190328,2150.79,2173.52,2141.47,2147.64,2077.45,1645913.6
1000034,20190329,2155.0,2217.81,2149.7,2217.81,3201.23,2668801.024
1000034,20190401,2231.04,2284.54,2231.04,2280.13,4048.66,3545925.632
1000034,20190402,2291.77,2295.31,2262.1,2269.18,3370.8,2925007.872
1000034,20190403,2261.14,2321.19,2252.72,2318.63,4203.13,3430995.5584
1000034,20190404,2359.37,2368.92,2330.82,2354.29,5235.72,4238750.5152
1000034,20190408,2365.28,2369.03,2309.52,2332.61,4603.79,3894284.6976
1000034,20190409,2327.39,2344.45,2308.16,2330.44,3021.17,2535086.8992
1000034,20190410,2315.91,2348.01,2306.24,2335.92,2828.59,2395005.5424
1000034,20190411,2337.56,2343.65,2288.0,2290.36,2681.89,2330187.5712
1000034,20190412,2288.45,2301.04,2269.59,2295.35,2284.62,1939380.6336
1000034,20190415,2329.24,2346.7,2291.49,2293.32,3123.35,2652511.4368
1000034,20190416,2285.54,2331.75,2277.2,2331.75,2672.34,2213886.5664
1000034,20190417,2333.32,2344.74,2325.34,2338.48,2415.0,2116998.7584
1000034,20190418,2337.3,2358.97,2328.56,2340.47,2311.33,2054458.7776
1000034,20190419,2339.29,2354.61,2314.06,2349.5,1977.81,1800225.9968
1000034,20190422,2363.64,2365.78,2294.65,2301.15,2799.46,2505357.7216
1000034,20190423,2301.28,2301.28,2265.71,2271.42,2426.59,2134324.4288
1000034,20190424,2274.83,2283.91,2245.78,2277.9,1867.51,1609814.7328
1000034,20190425,2272.64,2272.64,2212.87,2216.83,2257.14,1926382.592
1000034,20190426,2205.56,2221.37,2169.23,2169.56,2065.72,1802868.9408
1000034,20190429,2180.19,2202.7,2158.36,2168.34,2057.02,1823854.1824
1000034,20190430,2171.77,2195.19,2171.77,2190.06,1744.62,1483401.9328
1000034,20190506,2118.07,2124.54,2030.9,2051.29,2890.01,2290013.7984
1000034,20190507,2066.06,2085.7,2047.52,2081.38,1867.27,1573270.2208
1000034,20190508,2044.98,2079.82,2034.97,2054.16,1499.32,1281759.5392
1000034,20190509,2036.9,2057.84,2023.58,2031.04,1313.67,1105196.544
1000034,20190510,2053.28,2096.24,2016.47,2095.14,1984.85,1641142.1696
1000034,20190513,2070.57,2088.68,2064.81,2074.78,1431.0,1182821.7856
1000034,20190514,2050.44,2074.67,2050.12,2052.89,1438.67,1203807.5392
1000034,20190515,2070.11,2094.9,2065.97,2087.84,1424.17,1251351.2448
1000034,20190516,2088.97,2108.89,2081.14,2107.29,1347.59,1208171.3152
1000034,20190517,2106.24,2106.79,2045.3,2051.52,1551.69,1371159.1424
1000034,20190520,2048.12,2053.61,2014.08,2033.81,1178.74,1049646.3872
1000034,20190521,2036.44,2066.31,2032.76,2056.33,1181.07,1025922.6624
1000034,20190522,2057.61,2062.2,2039.75,2047.43,1212.01,994240.2048
1000034,20190523,2039.83,2042.69,2020.77,2025.93,1153.68,991404.7488
1000034,20190524,2023.56,2039.06,2015.68,2020.8,981.34,855288.2176
1000034,20190527,2023.81,2052.57,2008.38,2048.66,1180.17,1047099.392
1000034,20190528,2048.02,2075.59,2045.33,2070.23,1508.81,1340079.4112
1000034,20190529,2054.53,2067.88,2048.62,2053.48,950.97,828957.8496
1000034,20190530,2043.23,2045.56,2024.1,2039.96,954.81,850745.2416
1000034,20190531,2044.97,2055.97,2034.38,2040.53,887.82,850972.0576
1000034,20190603,2045.4,2062.87,2027.16,2034.81,1094.36,1001886.6176
1000034,20190604,2034.86,2035.6,2009.6,2018.21,974.53,844484.096
1000034,20190605,2033.66,2038.21,2014.52,2016.37,988.7,815882.3936
1000034,20190606,2019.06,2019.06,1991.18,1993.63,914.03,801471.1296
1000034,20190610,2001.83,2024.47,1995.32,2018.89,961.63,844379.4944
1000034,20190611,2043.99,2089.22,2043.99,2087.93,1911.01,1589408.8704
1000034,20190612,2083.32,2087.75,2066.39,2071.27,1128.37,997293.8752
1000034,20190613,2069.52,2072.45,2048.73,2065.09,1089.13,890643.8656
1000034,20190614,2065.86,2079.88,2041.06,2043.78,1330.16,1084427.5712
1000034,20190617,2042.31,2050.75,2031.87,2041.02,856.39,788656.5888
1000034,20190618,2043.87,2052.78,2033.33,2044.38,695.76,632850.2784
1000034,20190619,2084.61,2093.21,2072.85,2074.47,1509.7,1290568.192
1000034,20190620,2073.51,2127.41,2069.57,2116.62,1723.7,1482608.8448
1000034,20190621,2120.95,2132.2,2113.51,2122.77,1574.51,1343189.4016
1000034,20190624,2122.69,2129.7,2115.63,2124.9,999.2,930327.4496
1000034,20190625,2121.23,2121.42,2085.9,2103.75,1163.66,1025394.9952
1000034,20190626,2098.02,2113.2,2091.06,2110.82,853.64,766441.984
1000034,20190627,2114.63,2133.47,2112.04,2118.72,1209.76,1100185.7024
1000034,20190628,2119.76,2119.76,2093.17,2113.51,1016.73,869592.2688
1000034,20190701,2142.96,2158.77,2140.18,2154.86,1725.32,1546068.8896
1000034,20190702,2162.69,2162.69,2147.96,2152.47,1504.11,1416296.6528
1000034,20190703,2150.4,2153.41,2131.36,2148.92,1479.58,1381183.5904
1000034,20190704,2146.78,2173.03,2138.51,2147.77,1840.73,1842078.1056
1000034,20190705,2148.47,2151.04,2134.66,2145.12,1130.69,1129119.232
1000034,20190708,2137.13,2137.13,2077.28,2090.39,1462.59,1250112.9216
1000034,20190709,2085.13,2094.55,2073.66,2083.36,845.71,765468.2112
1000034,20190710,2089.34,2091.28,2068.6,2073.74,762.26,721643.6736
1000034,20190711,2082.25,2091.79,2061.33,2067.45,796.97,777068.1856
1000034,20190712,2069.1,2089.59,2064.78,2085.06,800.14,785916.4672
1000034,20190715,2080.99,2109.62,2059.29,2105.14,1145.47,1041564.7744
1000034,20190716,2101.71,2108.22,2097.17,2104.4,832.37,824416.2048
1000034,20190717,2102.27,2113.84,2096.2,2106.04,912.33,840133.0688
1000034,20190718,2106.66,2106.77,2091.85,2091.86,889.83,913452.032
1000034,20190719,2098.84,2119.59,2098.4,2104.18,888.76,806576.896
1000034,20190722,2108.57,2109.47,2075.5,2085.8,1040.58,977451.6224
1000034,20190723,2085.44,2101.05,2085.44,2100.38,907.88,913548.0832
1000034,20190724,2107.27,2122.86,2106.61,2113.69,999.51,988298.0352
1000034,20190725,2112.72,2120.61,2110.89,2120.61,878.85,876736.3072
1000034,20190726,2115.2,2147.5,2114.05,2146.15,1106.17,1138219.3152
1000034,20190729,2146.44,2150.0,2134.44,2138.48,846.79,868574.6176
1000034,20190730,2141.1,2147.3,2133.66,2136.67,845.23,825541.0688
1000034,20190731,2130.19,2130.19,2113.48,2117.82,968.62,918768.8448
1000034,20190801,2113.65,2114.62,2096.18,2098.71,899.51,875246.4896
1000034,20190802,2062.48,2073.76,2056.1,2067.12,1151.38,992319.488
1000034,20190805,2056.63,2063.08,2025.96,2026.65,1119.68,1022147.584
1000034,20190806,1993.49,1995.39,1958.53,1988.39,1544.05,1288713.4208
1000034,20190807,1997.58,2001.06,1974.39,1974.39,1017.05,853329.664
1000034,20190808,1986.15,1998.08,1982.81,1995.97,1010.81,863677.952
1000034,20190809,2005.54,2005.54,1975.5,1977.65,840.46,730498.6624
1000034,20190812,1977.53,2001.97,1975.33,2001.97,759.57,665424.4864
1000034,20190813,1988.58,1993.46,1980.02,1987.1,1008.68,819050.6496
1000034,20190814,2008.84,2011.8,1986.91,1991.1,1036.7,913023.6928
1000034,20190815,1953.35,1989.7,1947.69,1988.85,993.65,853505.4848
1000034,20190816,1991.19,1997.65,1982.06,1985.67,835.94,783349.0432
1000034,20190819,1999.12,2029.24,1995.3,2029.24,1242.94,1118038.4256
1000034,20190820,2029.03,2036.73,2022.44,2030.13,1018.58,938329.2928
1000034,20190821,2027.15,2042.83,2023.69,2037.27,872.78,965656.8832
1000034,20190822,2041.42,2042.46,2025.73,2035.53,856.8,938761.3184
1000034,20190823,2038.97,2046.78,2032.79,2041.61,919.11,977112.7808
1000034,20190826,2005.38,2019.37,2004.13,2013.1,1054.81,1020922.368
1000034,20190827,2025.76,2052.9,2025.12,2040.5,1481.3,1340447.6416
1000034,20190828,2041.91,2046.91,2037.02,2041.56,1036.49,1124020.224
1000034,20190829,2042.37,2044.43,2028.23,2034.42,994.56,1029775.5648
1000034,20190830,2048.05,2054.04,2021.6,2031.62,1153.54,1212042.24
1000034,20190902,2034.11,2076.9,2033.68,2072.97,1503.28,1595717.632
1000034,20190903,2071.7,2079.36,2063.3,2079.11,1434.6,1408104.96
1000034,20190904,2077.2,2111.55,2076.83,2110.45,1939.03,1754013.696
1000034,20190905,2125.82,2146.57,2123.79,2125.38,2334.92,2180552.0896
1000034,20190906,2131.46,2133.51,2116.39,2128.4,1400.27,1502073.4464
1000034,20190909,2145.46,2146.1,2128.24,2138.05,1450.3,1515603.7632
1000034,20190910,2140.37,2140.52,2115.12,2125.45,1197.42,1254791.68
1000034,20190911,2132.25,2133.64,2112.44,2117.16,1149.38,1190218.8544
1000034,20190912,2124.88,2136.04,2117.19,2135.57,1230.6,1148948.1728
1000034,20190916,2137.44,2137.44,2115.15,2124.49,1164.82,1073388.544
1000034,20190917,2119.41,2119.41,2080.48,2084.79,1247.31,1165134.7456
1000034,20190918,2091.35,2094.38,2083.95,2087.13,924.74,974436.1472
1000034,20190919,2093.75,2093.97,2077.46,2092.57,786.79,837439.5904
1000034,20190920,2100.45,2106.82,2093.32,2101.83,1382.96,1435464.0896
1000034,20190923,2095.42,2095.59,2063.2,2074.94,1091.26,1080369.5616
1000034,20190924,2074.9,2091.27,2070.84,2079.91,899.28,1013783.04
1000034,20190925,2075.7,2075.7,2058.7,2058.7,893.07,1008682.3936
1000034,20190926,2064.63,2068.82,2040.98,2041.22,1076.91,1065913.9584
1000034,20190927,2043.16,2046.86,2036.25,2038.66,710.58,699080.8576
1000034,20190930,2037.37,2044.77,2024.77,2026.65,700.37,648259.9936
1000034,20191008,2025.92,2034.86,2022.72,2022.72,847.22,885121.8432
1000034,20191009,2017.58,2032.0,2010.9,2031.88,810.66,761014.272
1000034,20191010,2035.36,2057.5,2032.59,2055.54,998.39,912536.7808
1000034,20191011,2060.85,2072.93,2049.65,2068.24,1265.53,1065639.424
1000034,20191014,2086.85,2097.28,2080.83,2086.42,1538.05,1387661.2096
1000034,20191015,2085.43,2085.43,2066.46,2070.49,1314.68,1178746.5728
1000034,20191016,2074.58,2074.58,2051.38,2053.51,1362.15,1336123.6992
1000034,20191017,2054.92,2064.6,2052.02,2056.18,1112.4,1044532.5312
1000034,20191018,2060.62,2063.67,2017.41,2022.23,1137.78,1113596.2112
1000034,20191021,2018.18,2019.88,2003.06,2014.41,870.66,817162.7008
1000034,20191022,2018.31,2018.44,2004.34,2018.02,806.72,747697.7664
1000034,20191023,2017.79,2020.76,2001.34,2004.3,831.32,782381.0048
1000034,20191024,2005.72,2006.35,1986.73,1996.27,796.5,804277.0944
1000034,20191025,2000.34,2007.47,1985.99,2004.81,957.38,899026.0224
1000034,20191028,2008.87,2017.5,2003.83,2015.97,1124.91,1040940.8512
1000034,20191029,2014.6,2014.6,1990.61,1990.61,943.28,948081.5616
1000034,20191030,1987.64,1991.84,1975.73,1985.07,1013.15,1059549.696
1000034,20191031,1989.93,1991.61,1968.47,1976.08,1085.58,1014309.9904
1000034,20191101,1972.85,1994.81,1963.26,1991.99,1096.76,1079062.3232
1000034,20191104,1995.65,2014.72,1992.31,2014.69,1603.56,1439015.8336
1000034,20191105,2015.49,2034.4,2005.63,2025.36,1512.31,1355430.0928
1000034,20191106,2030.56,2032.85,2007.3,2014.09,1313.89,1309599.9488
1000034,20191107,2014.13,2017.33,2004.51,2008.85,1015.82,960958.976
1000034,20191108,2021.55,2024.71,1997.18,1997.97,1133.3,1033605.12
1000034,20191111,1989.35,1989.35,1957.82,1959.21,1214.59,1033881.3952
1000034,20191112,1959.52,1965.77,1945.03,1957.77,916.89,868220.928
1000034,20191113,1960.08,1960.08,1937.35,1945.28,930.86,822472.7552
1000034,20191114,1950.99,1958.76,1949.87,1952.21,923.81,848064.1536
1000034,20191115,1954.16,1954.76,1932.23,1932.23,945.57,782587.3408
1000034,20191118,1931.33,1951.97,1923.42,1949.78,858.23,764695.6032
1000034,20191119,1948.12,1970.65,1947.18,1969.98,925.46,926661.2224
1000034,20191120,1969.63,1971.18,1952.3,1954.34,785.66,746271.488
1000034,20191121,1950.46,1961.5,1944.83,1958.12,794.34,759095.7568
1000034,20191122,1959.68,1971.54,1944.73,1959.94,1207.87,1053425.0496
1000034,20191125,1958.01,1996.17,1957.39,1995.79,1725.37,1376317.2352
1000034,20191126,1999.6,2001.49,1987.14,2001.49,1505.02,1331899.5968
1000034,20191127,1997.12,1997.19,1978.79,1982.48,942.98,861787.9552
1000034,20191128,1985.03,1997.91,1979.97,1985.13,864.34,800262.7072
1000034,20191129,1983.9,1989.13,1965.88,1974.52,819.5,824782.336
1000034,20191202,1978.21,1989.25,1973.63,1977.37,847.02,862696.0384
1000034,20191203,1973.15,1979.88,1962.36,1979.65,801.38,796926.7712
1000034,20191204,1971.5,1975.51,1961.24,1966.67,816.14,802149.7856
1000034,20191205,1972.82,1986.32,1971.4,1983.59,935.74,1007390.208
1000034,20191206,1988.21,1999.93,1986.19,1999.93,891.09,927271.8336
1000034,20191209,2002.51,2011.06,2000.09,2007.37,1185.39,1056626.5856
1000034,20191210,2004.89,2007.91,1999.48,2006.51,889.33,891454.7712
1000034,20191211,2011.13,2015.25,2005.79,2011.14,1169.06,1055721.5744
1000034,20191212,2008.63,2008.74,1998.05,2001.83,1041.91,1050149.2736
1000034,20191213,2018.9,2032.99,2017.24,2026.92,1780.59,1663988.736
1000034,20191216,2032.69,2044.58,2025.76,2044.58,1487.71,1440957.2352
1000034,20191217,2044.67,2075.66,2041.1,2066.54,1911.77,1679666.8928
1000034,20191218,2069.03,2070.01,2054.81,2059.58,1405.27,1284563.8656
1000034,20191219,2067.75,2072.65,2060.53,2065.16,1348.34,1260982.9888
1000034,20191220,2067.83,2069.25,2050.33,2051.27,1232.3,1067514.5728
1000034,20191223,2048.51,2057.86,2021.65,2024.67,1252.14,1132649.8816
1000034,20191224,2024.52,2038.55,2024.52,2035.92,870.67,762277.9392
1000034,20191225,2035.65,2048.73,2033.53,2044.42,852.6,853536.1024
1000034,20191226,2046.42,2060.68,2045.97,2060.68,1032.39,934116.1472
1000034,20191227,2059.09,2075.01,2056.99,2058.85,1380.05,1222038.1184
1000034,20191230,2056.67,2085.55,2049.26,2085.55,1486.98,1323566.08
1000034,20191231,2085.14,2101.45,2078.81,2101.22,1539.26,1369548.4928
1000034,20200102,2116.59,2153.48,2116.59,2142.36,2609.65,2335580.9792
1000034,20200103,2148.64,2150.45,2136.93,2141.39,1975.49,1807408.128
1000034,20200106,2131.69,2153.41,2117.8,2130.65,2282.66,2207765.9136
1000034,20200107,2132.76,2139.44,2124.59,2138.55,1652.99,1518961.152
1000034,20200108,2131.05,2133.21,2107.29,2116.34,1897.42,1729320.3456
1000034,20200109,2129.27,2139.16,2125.23,2139.15,1641.59,1568089.4976
1000034,20200110,2141.94,2143.19,2119.29,2128.91,1295.38,1333500.6208
1000034,20200113,2130.46,2132.69,2115.5,2132.69,1334.25,1320312.5248
1000034,20200114,2139.39,2145.43,2127.19,2128.23,1443.04,1389999.7184
1000034,20200115,2124.45,2124.45,2096.82,2103.23,1260.62,1225219.072
1000034,20200116,2104.83,2108.11,2090.14,2092.98,1216.74,1225988.5056
1000034,20200117,2098.34,2101.59,2078.49,2083.35,1151.25,1319288.832
1000034,20200120,2082.27,2095.26,2072.39,2095.26,1674.42,1767996.6208
